label,text
Блок директора по мощностям,"[ORGANIZATION] Юридический адрес: [LOCATION] Почтовый адрес: [LOCATION] Тел.: [CONTACT]; Факс: [CONTACT] Email: [CONTACT]; www.[ORGANIZATION] ОГРН [ID], ИНН/КПП [ID] Кому: [PERSON], [TITLE], [ORGANIZATION] От кого: [PERSON], [TITLE] Дата: [DATE_TIME] Исх.: [DOCUMENT_NUMBER] Касательно: технологии ликвидации прихватов с применением азота. Уважаемый [PERSON]! [ORGANIZATION] (далее - Общество) выражает Вам свое почтение и благодарит Вас за предоставление нашему Обществу возможности оказания услуг по цементированию по Договорам [DOCUMENT_NUMBER], [DOCUMENT_NUMBER], [DOCUMENT_NUMBER], [DOCUMENT_NUMBER] (далее - Договоры). При бурении скважин возникает риск прихвата бурового инструмента, что приводит к потере его подвижности. Это может быть вызвано различными факторами. Традиционные методы ликвидации прихвата, такие как снижение плотности бурового раствора, механические воздействия (крутящий момент, расхаживание) и применение специальных смазочных добавок, имеют ограниченную эффективность. Установка нефтяных и/или кислотных ванн приводит к увеличению непроизводительного времени, а также существенно увеличивает риски ГНВП. Информируем Вас о наличии у Общества необходимых компетенций и оборудования для ликвидации дифференциальных и механических прихватов инструмента с применением газообразного азота. Применение газообразного азота позволяет: - Снизить гидростатическое давление за счет замещения расчетного объема бурового раствора азотом, инертным газом; - Быстро и контролируемо освободить прихваченный буровой инструмент. Преимущества технологии: - Высокая эффективность - позволяет снизить гидростатическое давление до значений, при которых инструмент освобождается; - Скорость ликвидации прихвата - метод позволяет оперативно освободить колонну без длительных простоев; - Экономическая выгода - снижает вероятность потери инструмента и затраты на восстановительные работы; - Гибкость в применении - может использоваться как при наличии циркуляционного переводника, так и при его отсутствии (вспенивание бурового раствора); - Безопасность - метод предусматривает контролируемое снижение давления и снижение риска неконтролируемых проявлений в скважине. В случае заинтересованности данной технологией готовы направить технико-коммерческое предложение. Надеемся на понимание и продолжение взаимовыгодного сотрудничества между нашими компаниями. Приложения: 1. Презентационный материал по технологии ликвидации дифференциальных и механических прихватов с применением азота. С уважением, [PERSON], [TITLE] [PERSON], [TITLE] Моб.: [CONTACT] E-Mail: [CONTACT]"
Блок директора по строительству,"[ORGANIZATION] Общество с ограниченной ответственностью Научно-производственная фирма [ORGANIZATION] ООО НПФ [ORGANIZATION], Россия Республика Башкортостан Юр. адрес: [LOCATION] Почтовый адрес: [LOCATION] тел./факс: [CONTACT] www.[ORGANIZATION] e-mail: [CONTACT] Исх.No[DOCUMENT_NUMBER] от [DATE_TIME] [ORGANIZATION] Начальнику отдела по строительству площадочных объектов [PERSON] Коммерческое предложение ШМР и ПНР [DOCUMENT_NUMBER]. В ответ на Ваш запрос стоимости No[DOCUMENT_NUMBER] от [DATE_TIME], [ORGANIZATION] сформировало коммерческое предложение на выполнение шеф-монтажных и пусконаладочных работ оборудования: Установка дозирования химреагентов УДХ(М)-3-2(1)-1х6,3-3-C-Q-CY-XЛ1-CO ЕПФ1-Е.МУПН-TX01-OЛ-008, ТТТ-01.02-14 ([DOCUMENT_NUMBER]). No Наименование работ Стоимость работ, руб. без НДС 1 Шеф-монтажные работы [FINANCIAL_DATA] 2 Пусконаладочные работы [FINANCИAL_DATA] Направляем на согласование калькуляцию затрат на выполнение шеф-монтажных и пусконаладочных работ оборудования [DOCUMENT_NUMBER], а также откорректированное Техническое предложение. Просим рассмотреть и о своем решении сообщить по эл.почте [CONTACT]. Приложения: Приложение 3 Калькуляция затрат на ШМР Приложение 4 Калькуляция затрат на ПНР Приложение 1 Техническое задание Директор [ORGANIZATION] [PERSON] Каньонная затрат на ШМР Установка оборудования химпейрентов (М)-3-2(1)-1х6,3-3-C-Q-CY-XJI1-CO ЕПФ[CONTACT]HH-TX01-OJ-008, TTT-01.02-14 ([DOCUMENT_NUMBER]) Кол-во целевых местов [ID] Кол-во дней на объекте [ID] Кол-во дней в дороге [ID] Общее кол-во дней в командировке [ID] No Наименование затрат ед.изм Стоимость всего руб., без НДС Примечание по расчету 1 Заработная плата с НДФЛ [FINANCIAL_DATA] 2 Страховые взносы в ПФ, ФОМС, ФСС, страх. взносы от НС [FINANCIAL_DATA] 3 Перевозка несонала [FINANCIAL_DATA] 4 Транспортные затраты [FINANCIAL_DATA] 5 Материальные затраты [FINANCIAL_DATA] 6 Амортизация [FINANCIAL_DATA] 7 Натуральное (возмещение стоимости сопутствующим) [FINANCIAL_DATA] 8 Покупка [FINANCIAL_DATA] 9 Услуги связи [FINANCIAL_DATA] 10 Затраты ОТМТБ [FINANCIAL_DATA] 11 Услуги сторонних организаций [FINANCIAL_DATA] 12 Покупка расходных материалов Итого нормативных затрат [FINANCIAL_DATA] 13 Накладные расходы Всего затрат [FINANCIAL_DATA] 14 Ренталяция ИТОГО Анализ [ORGANIZATION] Калькуляция затрат на ННР Установка оборудования химпераентов (М)-3-2(1)-1х6, 3-3-C-Q-CY-XJ1-CO ЕПФ[CONTACT]HH-TX01-OJ-008, TTT-01.02-14 ([DOCUMENT_NUMBER]) Кол-во смена на участов [ID] Кол-во дней на объекте [ID] Кол-во дней в допоре [ID] Общее кол-во дней в командировке [ID] No Наименование затрат ед.м3м Стоимость всего руб., без НДС Примечание по пакету 1 Запасотная нната с НДФЛ - руб. [FINANCIAL_DATA] Пакет ппобкан.1 2 Страныобли бзносли в НФ, ФОМС, ФСС, стпах. бзносли от НС - руб. [FINANCIAL_DATA] Пакет ппобкан.2 3 Непебахтобканепсонала - руб. [FINANCIAL_DATA] Пакет ппобкан.3 4 Транспортные затраты - руб. - Пакет ппобкан.4 5 Материалы на биезатраты - руб. - Пакет ппобкан.5 6 Амортизация - руб. - Пакет ппобкан.6 7 Натуре (бозмерение стоимости сопряжения) - руб. [FINANCIAL_DATA] Пакет ппобкан.7 8 Производство - руб. [FINANCIAL_DATA] Пакет ппобкан.8 9 Услуги СВАЗИ - руб. [FINANCIAL_DATA] Пакет ппобкан.9 10 Затраты ОТиТБ - руб. [FINANCIAL_DATA] Пакет ппобкан.10 11 Услуги строоффис опрашивания - руб. - Пакет ппобкан.11 12 Появление паксонали - руб. - Пакет ппобкан.12 Итого нормативных затрат - руб. [FINANCIAL_DATA] 13 Накладные расходы указана руб. [FINANCIAL_DATA] 10 Всего затрат - руб. [FINANCIAL_DATA] 14 Рентаежи НОСТ указана от целесостояния руб. [FINANCIAL_DATA] 10 ИТОГО - руб. [FINANCIAL_DATA]"
Блок директора по мощностям,"[ORGANIZATION] филиал [LOCATION] [ORGANIZATION] выполняет работы по строительству разведочной скважины No125-18 [OBJECT] в соответствии с договором генерального подрядчика No[DOCUMENT_NUMBER] от [DATE_TIME]. Сообщаем вам, что рабочая комиссия филиала [ORGANIZATION] по пуску буровой установки ЗА-76 No[DOCUMENT_NUMBER] запланирована на [DATE_TIME]. В соответствии с пунктом 6.2.8 вышеуказанных Договоров просим Вас направить представителей Заказчика для участия в комиссии по пуску в работу (эксплуатацию) буровой установки, вспомогательных сооружений и технических устройств, смонтированных на разведочной скважине No125-18 [OBJECT]. Также, прошу Вас заранее сообщить списки представителей Заказчика, участвующих в пусковой комиссии, для организации билета по маршруту [LOCATION] - скв. No125-18 [OBJECT]. Дата проведения пусковой комиссии - [DATE_TIME]. Директор филиала [PERSON] [PERSON]. [PERSON] эл.почта: [CONTACT]. ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат [ID] Владелец [PERSON] Действителен с [DATE_TIME] по [DATE_TIME]"
Проект сервиса скважин,"[ORGANIZATION] Филиал [LOCATION] ДИРЕКТОР тер. Промузел [PERSON], панель V, д. 4, [LOCATION]тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН [ID], КПП [ID] на [DATE_TIME] от [ORGANIZATION] итоговой приемке выполненных работ по объектам [OBJECT] (КГС No [DOCUMENT_NUMBER]) Уважаемые руководители! Доводим до вашего сведения, что в связи с завершением строительства и осуществлением вводной кампании по объектам инвестиционного проекта [OBJECT] на месторождении. Эксплуатационные газовые скважины [OBJECT], установлены сроки предоставления первичных учетных документов по затратам на строительство скважины No [DOCUMENT_NUMBER] КГС No [DOCUMENT_NUMBER] - до [DATE_TIME]. Затраты, предъявляемые к приемке после указанного срока, к учету приниматься не будут. Просим учесть данную информацию и предоставить в адрес филиала [ORGANIZATION] [LOCATION] в срок до [DATE_TIME] реестр планируемых к приемке затрат по данным объектам инвестиционного проекта [ORGANIZATION] [OBJECT] на месторождении. Эксплуатационные газовые скважины [OBJECT]. Приложение: лист рассылки на 1 л. в 1 экз. [PERSON] ( [CONTACT] ) Документ подписан электронной подписью Сертификат [ID] Владелец [PERSON] [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] N [DOCUMENT_NUMBER] от [DATE_TIME] [PERSON]"
Блок директора по проектированию,"[ORGANIZATION] [LOCATION] [CONTACT] [DATE_TIME] [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] от [ORGANIZATION] рассмотрении [PROJECT] Уважаемый [PERSON]! Направляю Вам [PROJECT], выполненный в пределах двух участков недр (далее - [OBJECT]): - [OBJECT]: лицензия [LICENSE] от [DATE_TIME] сроком до [DATE_TIME] выдана [ORGANIZATION]; представленный в адрес [ORGANIZATION] письмом [ORGANIZATION] от [DATE_TIME] [DOCUMENT_NUMBER] (приложение [DOCUMENT_NUMBER]). Прошу Вас организовать рассмотрение [PROJECT], определить замечания и предложения и в соответствии с приложением [DOCUMENT_NUMBER] представить в адрес [ORGANIZATION] в срок до [DATE_TIME]. Приложение: 1. По тексту на 1 л. в 1 экз.; 2. Архив в 1 экз.; 3. Форма предоставления замечаний на 1 л. в 1 экз. [PERSON] - [PERSON] [PERSON] [CONTACT] [DOCUMENT] ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME]"
"Проект ""Нефтяные краюшки""","[ORGANIZATION] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT] www.[ORGANIZATION] ОКПО [ID], ОГРН [DOCUMENT_NUMBER], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] от [DATE_TIME] О рассмотрении [OBJECT] Уважаемый [PERSON]! В ответ на Ваше обращение о рассмотрении [OBJECT] и [OBJECT] установки подготовки нефти и газа [OBJECT] сообщаю, что к предоставленной схеме замечаний нет. Окончательное согласование решений по учету потоков со стороны [ORGANIZATION] (далее Общество) будет возможно после направления на рассмотрение и согласование в Обществе [OBJECT] с указанием условий учета и методики учета добываемых полезных ископаемых, разработанной в соответствии с требованиями законодательства Российской Федерации, а также отражения в техническом проекте разработки месторождения информации о применении косвенных методов расчета углеводородного сырья. Заместитель генерального директора по перспективному развитию [PERSON] [PERSON] [CONTACT] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME]"
Управление землеустроительных работ,"[ORGANIZATION] Саха Ореспууьылукэтин Экологияа, айылбаны тунасыга уонна ойыр ханаайыстыбатыгар министиэристибэтэ [ORGANIZATION] ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) [OBJECT] 678170, [LOCATION] Тел: [CONTACT]; [CONTACT] e-mail: [CONTACT] [DATE_TIME] No[DOCUMENT_NUMBER] [ORGANIZATION] Федорову [PERSON] Между [ORGANIZATION] и [ORGANIZATION] заключены договора аренды лесных участков: * [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под дорогу автомобильную; * [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCИAL_DATA] га под дорогу автомобильную; * [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под Площадку производственную с покрытием, дорога автомобильная, линия электропередачи воздушная, кабельная всех классов напряжения, трубопровод подземный; * [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под Площадку производственную с покрытием; * [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под Площадку производственную с покрытием; * [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под трубопровод подземный; * [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под трубопровод подземный; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под Площадку производственную с покрытием; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под трубопровод подземный; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под Площадку производственную с покрытием; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под трубопровод подземный; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под Площадку производственную с покрытием; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под трубопровод подземный; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под Площадку производственную с покрытием; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под трубопровод подземный; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под трубопровод подземный; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под Площадку производственную с покрытием, дорога автомобильная, линия электропередачи воздушная, кабельная всех классов напряжения, трубопровод подземный; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под трубопровод подземный; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под трубопровод подземный; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под Площадку производственную с покрытием, дорога автомобильная, линия электропередачи воздушная, кабельная всех классов напряжения, трубопровод подземный; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под трубопровод подземный; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA] га под трубопровод подземный; [DOCUMENT_NUMBER] от [DATE_TIME] на общей площади [FINANCIAL_DATA]"
Блок заместителя генерального директора по защите,"[ORGANIZATION] [LOCATION] [CONTACT] [ID] [FINANCIAL_DATA] [OBJECT] Уведомление о полетах на Агро Дронах! [ORGANIZATION] уведомляет [ORGANIZATION] о том, что [DATE_TIME] - [DATE_TIME] будут проводиться периодические полеты Агро Дронов на территории сельскохозяйственных полей сельхозпроизводителя [ORGANIZATION] на территории [LOCATION]. [ORGANIZATION] будет проводить обучающие полеты на Агро Дронах DJI Agras T 40. На площади поля [FINANCIAL_DATA] 1 серийные номера Агро Дрона [DOCUMENT_NUMBER] 2 Серийный номер Агро Дрона [DOCUMENT_NUMBER] С уважением, [PERSON] [CONTACT]"
"Проект ""Новая нефть""","[ORGANIZATION] Адрес: [LOCATION] Телефон: [CONTACT] (доб. [ID]), факс: [CONTACT], e-mail: [CONTACT] ОКПО [ID], ОГРН [ID], ИНН [ID]/КПП [ID] от [DATE_TIME] No [DOCUMENT_NUMBER] на No [DOCUMENT_NUMBER] от [DATE_TIME] Исполнительному директору [PERSON] [ORGANIZATION] [PERSON] О согласовании проектных решений [CONTACT] Уважаемый [PERSON]! В ответ на Ваш запрос от [DATE_TIME] No [DOCUMENT_NUMBER] направляю замечания к проектным решениям пересечений напорным нефтепроводом [OBJECT] [OBJECT] действующих коммуникаций [ORGANIZATION], 1. Чертеж [DOCUMENT_NUMBER]: Не указано расстояние от нефтепровода до фундамента опоры No[NUMBER]. Расстояние принять согласно п.2.5.288 (табл.[DATE_TIME]) ПУЭ. 2. Чертеж [DOCUMENT_NUMBER]: 2.1. Не указаны номера пролета опор в месте пересечения нефтепровода с ВЛ 10 кВ. 2.2. Не указано расстояние от нефтепровода до фундамента опоры ВЛ 10 кВ. 2.3. Не указан габарит от полотна проектируемой автодороги на УЗА No[NUMBER] до нижнего провода существующей ВЛ 10 кВ. Габарит принять согласно п.2.5.228 (табл. [DATE_TIME]) ПУЭ. Обращаю Ваше внимание, что перед выполнением строительно-монтажных работ требуется: * согласовать с [ORGANIZATION] проект производства работ и мероприятия, обеспечивающие безопасное производство строительно-монтажных работ подземного пересечения действующего трубопровода; * получить наряд-допуск на работы в охранной зоне, действующей ВЛ; * получить разрешение и наряд допуск на производство работ в охранной зоне нефтепровода [ORGANIZATION]; * обеспечить прохождение техническим персоналом инструктажа по технике безопасности при выполнении работ в охранной зоне, действующей ВЛ; Работы в охранных зонах ВЛ и нефтепровода требуется производить только в присутствии представителя эксплуатации [ORGANIZATION], под непосредственным руководством инженерно-технического работника, ответственного за безопасность производства работ; Проход персонала и проезд механизмов в пределах охранной зоны ВЛ осуществлять в сопровождении уполномоченного представителя [ORGANIZATION]. Генеральный директор Исп [PERSON] [PERSON] ([CONTACT]) (доб.[ID]) Исп. [PERSON] [PERSON] ([CONTACT]) (доб.[ID]) [PERSON]"
Блок финансового директора,"Общество с ограниченной ответственностью [ORGANIZATION] Финансовому директору [PERSON] Юридический адрес: [LOCATION] Адрес для корреспонденции: [LOCATION] тел.: [CONTACT] e-mail: [CONTACT] ОГРН [ID], ИНН [ID] на [DATE_TIME] _**от** _** О зачете переплаты Уважаемый [PERSON]! В связи с корректировкой объемов по аренде оборудования за январь [DATE_TIME] в сторону уменьшения по договору No [DOCUMENT_NUMBER] от [DATE_TIME] (НЭН-[DOCUMENT_NUMBER]/[DATE_TIME]) просим переплату в размере [FINANCIAL_DATA] по платежному поручению No [DOCUMENT_NUMBER] от [DATE_TIME] зачесть в счет оплаты по УПД No [DOCUMENT_NUMBER] от [DATE_TIME] за субаренду движимого имущества по договору No[DOCUMENT_NUMBER]/[DATE_TIME]/[DOCUMENT_NUMBER]/[DOCUMENT_NUMBER] от [DATE_TIME]. С уважением, И.о. заместителя управляющего директора по экономике и финансам [PERSON]"
"Проект ""Северная деревня""","[ORGANIZATION] [PERSON] [LOCATION] [CONTACT] [DATE_TIME] [DOCUMENT_NUMBER] на [DOCUMENT_NUMBER] от [ORGANIZATION] согласовании фактических объемов добычи УВС за апрель [DATE_TIME] Уважаемый [PERSON]! По результатам рассмотрения сведений о фактических объемах добычи газа, нестабильного газового конденсата и нефти за апрель [DATE_TIME] (далее - Форма 1-340-В) с целью приведения в соответствие с исполнительным балансом [ORGANIZATION] за апрель [DATE_TIME] направляю согласованные показатели [ORGANIZATION] по Форме 1-340-В. Приложение: на 1 л. в 1 экз. И.о. заместителя генерального директора по добыче и подготовке газового конденсата, нефти [PERSON] [PERSON] [CONTACT]"
Блок заместителя генерального директора по защите,"[ORGANIZATION] Заместителю генерального директора по корпоративной защите [ORGANIZATION] [PERSON] Для корреспонденции: [LOCATION] ОКПО [ID], ОГРН [ID], ИНН [ID], КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] на No от Об утверждении технических требований Уважаемый [PERSON]! Направляем утвержденные технические требования на проектирование комплексов инженерно-технических средств охраны объектов: 1. Расширение водозаборных сооружений [OBJECT]. 2. Обустройство [OBJECT]. Перевод нагрузки ТЗРУ-10 [OBJECT] на внешние сети электроснабжения с питанием от ЗРУ-6 УГП-12 [ORGANIZATION]. Приложение: на [FINANCIAL_DATA] л. С уважением, Начальник департамента корпоративной защиты [PERSON] [CONTACT] доб. [FINANCIAL_DATA] [PERSON]"
Блок заместителя генерального директора по имуществу,"[ORGANIZATION] ДОБЫЧА ОРЕНБУРГ Заместителю генерального директора по правовым и имущественным вопросам [ORGANIZATION] Е.В. [PERSON] [LOCATION] тел.: [CONTACT], факс: [CONTACT] e-mail: [CONTACT], www.[ORGANIZATION].ru [ID] [DATE_TIME] No [DOCUMENT_NUMBER] [OBJECT] на [DOCUMENT_NUMBER] от [DATE_TIME] возможной передаче помещений в аренду Уважаемая [PERSON]! Рассмотрев Ваше обращение от [DATE_TIME] No [DOCUMENT_NUMBER], сообщаю о возможности предоставления в аренду помещений No 1 и No 45 общей площадью [FINANCIAL_DATA] кв. м, расположенных в административном здании по адресу: город Оренбург, улица 60 лет Октября, дом No 11 (копия плана прилагается). Стоимость арендной платы составляет [FINANCIAL_DATA] (в том числе НДС) в месяц. О согласии на заключение договора аренды указанных помещений, а также о сроках аренды прошу сообщить в ответном письме. Приложение: план на 2 л. Заместитель генерального директора по общим вопросам [PERSON] Морозова [PERSON] ([CONTACT])"
"Проект ""Южный""","Общество с ограниченной ответственностью [ORGANIZATION] Филиал [LOCATION] Заместителю генерального директора по производству [ORGANIZATION] [PERSON] Исполнительному директору [ORGANIZATION] [PERSON] Уважаемый [PERSON]! Уважаемый [PERSON]! По поручению заместителя Председателя Правления - начальника Департамента [ORGANIZATION] [PERSON] от [DATE_TIME] No[DOCUMENT_NUMBER] о согласовании выполнения работ по корректировке проектной документации по объекту [OBJECT] (код ПИР [ID]) в соответствии с протоколом селекторного совещания от [DATE_TIME] No [DOCUMENT_NUMBER] (далее - Протокол) сообщаем следующее. Возможность размещения автодороги [ORGANIZATION] с [OBJECT] до [OBJECT] согласована в соответствии с письмом [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] (Приложение 1). При этом, направляем вам на рассмотрение новый вариант примыкания проезда к кусту No [ID] (Приложение 2) и оси трассы [ORGANIZATION], планируемой к строительству. Также направляем на рассмотрение предложения Агента по перечню этапов строительства, с учетом примыканий к автодороге [ORGANIZATION] (Приложение 4). Просим вас поручить ответственным специалистам рассмотреть и согласовать представленные материалы в максимально сжатые сроки. Дополнительно информируем об отсутствии необходимости внесения изменений в утвержденное задание на проектирование и технические требования на проектирование Объекта. Приложение: 1. Копия письма [ORGANIZATION] от [DATE_TIME] No [DOCUMENT_NUMBER] на [ID] л. 2. Ситуационный план на [ID] л. 3. Протокол от [DATE_TIME] No [DOCUMENT_NUMBER] на [ID] л. 4. Перечень объектов капитального строительства на [ID] л. Заместитель директора по ПИР и подготовке производства [PERSON] [PERSON] ([CONTACT]) ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат [ID] Владелец [PERSON] [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] N [DOCUMENT_NUMBER] от [DATE_TIME]"
Управление землеустроительных работ,"[ORGANIZATION] [LOCATION] Телефон: [CONTACT], факс: [CONTACT] E-mail: [CONTACT], http://[ORGANIZATION] ОКПО [ID], ОГРН [ID] ИНН/КПП [ID] [DATE_TIME] No [DOCUMENT_NUMBER] На [DOCUMENT_NUMBER] от [DATE_TIME] О времени и месте рассмотрения планов развития горных работ В соответствии с пунктом 15 Правил подготовки, рассмотрения и согласования планов и схем развития горных работ на основании заявления о предоставлении государственной регистрации (вх. от [DATE_TIME] No [DOCUMENT_NUMBER]) состоятся [DATE_TIME] по адресу: [LOCATION] в [TIME] (время местное). Заместитель руководителя [PERSON] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬ [ORGANIZATION] Сведения о сертификате Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME] Вопросы и ответы Генеральному директору [CONTACT] Генеральному директору [PERSON] [CONTACT]"
Блок директора по мощностям,"[ORGANIZATION] Общество с ограниченной ответственностью [ORGANIZATION] ИНН [ID] КПП [ID] ОГРН [DOCUMENT_NUMBER] Россия, [LOCATION] т/ф: [CONTACT] э/п: [CONTACT] www.[ORGANIZATION] No [DOCUMENT_NUMBER] от [DATE_TIME] На No [DOCUMENT_NUMBER] от [DATE_TIME] Начальнику отдела ГРП и ГНКТ [ORGANIZATION] [PERSON] Уважаемый [PERSON]! [ORGANIZATION] свидетельствует Вам свое почтение. В ответ на исх. No [DOCUMENT_NUMBER] от [DATE_TIME] г. выражаем согласие принять участие в совместном селекторном совещании для обсуждения вопросов реализации графика по гидравлическому разрыву пласта, предлагаемое время [DATE_TIME]. Надеемся на продолжение взаимовыгодного сотрудничества. Главный инженер [PERSON] Исп: [PERSON] тел: [CONTACT] e-mail: [CONTACT]"
Блок заместителя генерального директора по защите,"[ORGANIZATION] [LOCATION] [CONTACT] [DATE_TIME] No [DOCUMENT_NUMBER] Руководителям предприятий О проведении категорирования объектов ТЭК Уважаемые руководители! В соответствии с ранее направленными [ORGANIZATION] выписками из Перечня объектов топливно-энергетического комплекса [REGION], подлежащих категорированию, утвержденного протоколом Антитеррористической комиссии в [REGION] No [DOCUMENT_NUMBER] от [DATE_TIME], прошу в срок до [DATE_TIME] доложить о ходе работ и планируемой дате завершения категорирования объектов ТЭК. Запрашиваемую информацию прошу направить на электронный адрес [CONTACT]. Дополнительно сообщаю о необходимости завершения процедуры категорирования объектов ТЭК в срок до [DATE_TIME]. С уважением, [PERSON] [PERSON] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат [ID] Владелец [PERSON] [PERSON] Действителен с [DATE_TIME] по [DATE_TIME] [PERSON] [PERSON] [CONTACT]"
"Проект ""Нефтяные краюшки""","[ORGANIZATION] [LOCATION] [CONTACT] [DATE_TIME] No [DOCUMENT_NUMBER] на No от Об учете [OBJECT] в разработке [OBJECT] Уважаемый [PERSON]! По объекту [OBJECT] разработана проектная документация, раздел Технология газотранспортных производств на центральную дожимную компрессорную станцию (ЦДКС) товарного газа. Получены исходные данные на основное технологическое оборудование (ГПА, АВО, УПТГ, ЗРА), что позволило проработать схемные и компоновочные решения и выполнить комплекс инженерных расчетов (статической и динамической устойчивости технологических трубопроводов). Агенту [ORGANIZATION] выдана спецификация неснижаемого запаса (статус закупки требует уточнения). Для учета при разработке проектной документации получен Реестр типовых технических требований (ТТТ) [ORGANIZATION] применение которых повлечет необходимость корректировки опросных листов на оборудование и возможную замену МТР (трубы, СДТ, опоры). Учитывая высокую степень проработки проектных решений прошу рассмотреть возможность не применения типовой документации [ORGANIZATION] и применить МТР, соответствующие требованиям [STANDARD], входящим в актуальную версию Единого Реестра МТР [ORGANIZATION] (предварительные заказные спецификации по позиции ЦДКС приложены). Приложение: заказные спецификации в электронном архиве, [FINANCIAL_DATA] кб. Заместитель главного инженера - начальник бюро [PERSON] ([ID]) [CONTACT] ДОКУМЕНТ ПОДПИСАН ЭЛЕКТРОННОЙ ПОДПИСЬЮ Сертификат: [ID] Владелец: [PERSON] Действителен: с [DATE_TIME] по [DATE_TIME] [PERSON]"
"Проект ""Новая нефть""","[ORGANIZATION] [ORGANIZATION] [OBJECT] [LOCATION] Исх. No [DOCUMENT_NUMBER] Зам. управляющего директора по управлению проектами [ORGANIZATION] [PERSON] e-mail: [CONTACT] Касаемо [OBJECT] [ORGANIZATION] Копия: Исполнительному директору проекта [ORGANIZATION] [PERSON] [CONTACT] Уважаемый [PERSON]! В ответ на Ваш исх.No [DATE_TIME] сообщаю, что схема цветового решения [FINANCIAL_DATA] [OBJECT] для [OBJECT] согласована со стороны [ORGANIZATION]. Направляю в Ваш адрес ЛКП схемы [FINANCIAL_DATA] СЦМ стойки СГДУ. Приложение - ЛКП схемы [FINANCIAL_DATA] СЦМ ([OBJECT]) зам. [ORGANIZATION]. Вышеуказанное приложение в эл.виде направлено на e-mail: [CONTACT] и [CONTACT]. Главный конструктор ГЭО [PERSON] Исп. Губернаторов [PERSON] тел.: [CONTACT] e-mail: [CONTACT]"
